reference_key,proxy_model,source_model,gpu,workload,target_tok_s_user,target_met,effective_output_tps_per_mw,selected_tok_s_user,observed_tok_s_user,performance_multiplier_vs_source,source_gpu,benchmark_id,framework,precision,spec_method,concurrency,benchmark_type,selected_isl,selected_osl,candidate_rows,eligible_rows,selection_status,source_type,benchmark_date,run_url,method_note
Kimi K2.5|VR300|short|100,Kimi K2.5,kimik2.5,VR300,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,22,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|VR300|long|100,Kimi K2.5,kimik2.5,VR300,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,18,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|VR300|agentic|100,Kimi K2.5,,VR300,agentic,100,False,,,,,,,,,,,agentic_traces,,,0,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|short|30,Kimi K2.5,kimik2.5,Post Rubin,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,22,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|long|30,Kimi K2.5,kimik2.5,Post Rubin,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,18,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|agentic|30,Kimi K2.5,,Post Rubin,agentic,30,False,,,,,,,,,,,agentic_traces,,,0,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|short|50,Kimi K2.5,kimik2.5,Post Rubin,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,22,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|long|50,Kimi K2.5,kimik2.5,Post Rubin,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,18,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|agentic|50,Kimi K2.5,,Post Rubin,agentic,50,False,,,,,,,,,,,agentic_traces,,,0,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|short|70,Kimi K2.5,kimik2.5,Post Rubin,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,22,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|long|70,Kimi K2.5,kimik2.5,Post Rubin,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,18,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|agentic|70,Kimi K2.5,,Post Rubin,agentic,70,False,,,,,,,,,,,agentic_traces,,,0,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|short|100,Kimi K2.5,kimik2.5,Post Rubin,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,22,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|long|100,Kimi K2.5,kimik2.5,Post Rubin,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,18,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|Post Rubin|agentic|100,Kimi K2.5,,Post Rubin,agentic,100,False,,,,,,,,,,,agentic_traces,,,0,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
MiniMax M3|H200|short|30,MiniMax M3,minimaxm3,H200,short,30,True,445699.1349,42.647392,42.647392,1.0,H200,422464,vllm,fp8,mtp,64,single_turn,1024,1024,56,41,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27475834413/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|H200|long|30,MiniMax M3,minimaxm3,H200,long,30,True,155730.779498,31.29681,31.29681,1.0,H200,422451,vllm,fp8,mtp,32,single_turn,8192,1024,50,34,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27475834413/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|H200|agentic|30,MiniMax M3,minimaxm3,H200,agentic,30,True,26884.240876,30.902349,30.902349,1.0,H200,439641,vllm,fp8,mtp,14,agentic_traces,,,8,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31561686847/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|H200|short|50,MiniMax M3,minimaxm3,H200,short,50,True,314636.176628,58.234144,58.234144,1.0,H200,422436,vllm,fp8,mtp,32,single_turn,1024,1024,56,35,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27475834413/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|H200|long|50,MiniMax M3,minimaxm3,H200,long,50,True,135691.469024,53.348804,53.348804,1.0,H200,422475,vllm,fp8,mtp,16,single_turn,8192,1024,50,27,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27475834413/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|H200|agentic|50,MiniMax M3,minimaxm3,H200,agentic,50,True,9404.255474,63.371356,63.371356,1.0,H200,439635,vllm,fp8,mtp,4,agentic_traces,,,8,3,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31561686847/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|H200|short|70,MiniMax M3,minimaxm3,H200,short,70,True,230135.556075,86.738166,86.738166,1.0,H200,422469,vllm,fp8,mtp,16,single_turn,1024,1024,56,27,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27475834413/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|H200|long|70,MiniMax M3,minimaxm3,H200,long,70,True,105930.582375,86.822232,86.822232,1.0,H200,422471,vllm,fp8,mtp,8,single_turn,8192,1024,50,22,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27475834413/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|H200|agentic|70,MiniMax M3,minimaxm3,H200,agentic,70,True,7841.635036,105.932203,105.932203,1.0,H200,439634,vllm,fp8,mtp,2,agentic_traces,,,8,2,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31561686847/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|H200|short|100,MiniMax M3,minimaxm3,H200,short,100,True,152538.334888,119.109933,119.109933,1.0,H200,422443,vllm,fp8,mtp,8,single_turn,1024,1024,56,19,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27475834413/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|H200|long|100,MiniMax M3,minimaxm3,H200,long,100,True,78790.855009,131.108608,131.108608,1.0,H200,422482,vllm,fp8,mtp,4,single_turn,8192,1024,50,15,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-13,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/27475834413/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|H200|agentic|100,MiniMax M3,minimaxm3,H200,agentic,100,True,7841.635036,105.932203,105.932203,1.0,H200,439634,vllm,fp8,mtp,2,agentic_traces,,,8,1,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-12,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31561686847/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|B200|short|30,MiniMax M3,minimaxm3,B200,short,30,True,2094081.042946,34.404004,34.404004,1.0,B200,433136,vllm,fp4,mtp,512,single_turn,1024,1024,138,119,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-06,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28725010174/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|B200|long|30,MiniMax M3,minimaxm3,B200,long,30,True,1286379.917054,55.095905,55.095905,1.0,B200,438258,dynamo-vllm,fp4,none,1024,single_turn,8192,1024,158,128,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30828238642/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|B200|agentic|30,MiniMax M3,minimaxm3,B200,agentic,30,True,171556.321637,74.738416,74.738416,1.0,B200,439239,vllm,fp4,mtp,40,agentic_traces,,,11,11,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|B200|short|50,MiniMax M3,minimaxm3,B200,short,50,True,1443591.071124,53.700782,53.700782,1.0,B200,433160,vllm,fp4,mtp,128,single_turn,1024,1024,138,98,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-06,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28725010174/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|B200|long|50,MiniMax M3,minimaxm3,B200,long,50,True,1286379.917054,55.095905,55.095905,1.0,B200,438258,dynamo-vllm,fp4,none,1024,single_turn,8192,1024,158,116,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30828238642/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|B200|agentic|50,MiniMax M3,minimaxm3,B200,agentic,50,True,171556.321637,74.738416,74.738416,1.0,B200,439239,vllm,fp4,mtp,40,agentic_traces,,,11,11,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|B200|short|70,MiniMax M3,minimaxm3,B200,short,70,True,819457.128987,95.999268,95.999268,1.0,B200,433126,vllm,fp4,mtp,512,single_turn,1024,1024,138,87,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-06,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28725010174/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|B200|long|70,MiniMax M3,minimaxm3,B200,long,70,True,981729.157947,78.699524,78.699524,1.0,B200,438526,dynamo-vllm,fp4,mtp,512,single_turn,8192,1024,158,95,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30933463657/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|B200|agentic|70,MiniMax M3,minimaxm3,B200,agentic,70,True,171556.321637,74.738416,74.738416,1.0,B200,439239,vllm,fp4,mtp,40,agentic_traces,,,11,11,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|B200|short|100,MiniMax M3,minimaxm3,B200,short,100,True,594930.682834,107.298312,107.298312,1.0,B200,433164,vllm,fp4,mtp,64,single_turn,1024,1024,138,71,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-06,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28725010174/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|B200|long|100,MiniMax M3,minimaxm3,B200,long,100,True,471919.176318,185.278583,185.278583,1.0,B200,438529,dynamo-vllm,fp4,mtp,96,single_turn,8192,1024,158,82,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30933463657/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|B200|agentic|100,MiniMax M3,minimaxm3,B200,agentic,100,True,160702.146199,136.798906,136.798906,1.0,B200,439235,vllm,fp4,mtp,30,agentic_traces,,,11,10,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|B300|short|30,MiniMax M3,minimaxm3,B300,short,30,True,3127503.890493,30.341327,30.341327,1.0,B300,430759,dynamo-vllm,fp4,none,2048,single_turn,1024,1024,185,159,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-01,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28214046079/attempts/6,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|B300|long|30,MiniMax M3,minimaxm3,B300,long,30,True,1632147.233619,38.973269,38.973269,1.0,B300,438280,dynamo-vllm,fp4,none,4096,single_turn,8192,1024,199,166,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30828231519/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|B300|agentic|30,MiniMax M3,minimaxm3,B300,agentic,30,True,205917.621053,78.232759,78.232759,1.0,B300,438644,vllm,fp4,mtp,50,agentic_traces,,,16,13,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-05,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30849838984/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|B300|short|50,MiniMax M3,minimaxm3,B300,short,50,True,1717686.211242,56.844371,56.844371,1.0,B300,433287,vllm,fp4,mtp,128,single_turn,1024,1024,185,129,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-06,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28689732075/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|B300|long|50,MiniMax M3,minimaxm3,B300,long,50,True,1488755.976908,100.817637,100.817637,1.0,B300,438363,dynamo-vllm,fp4,mtp,512,single_turn,8192,1024,199,144,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30860526083/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|B300|agentic|50,MiniMax M3,minimaxm3,B300,agentic,50,True,205917.621053,78.232759,78.232759,1.0,B300,438644,vllm,fp4,mtp,50,agentic_traces,,,16,12,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-05,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30849838984/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
MiniMax M3|B300|short|70,MiniMax M3,minimaxm3,B300,short,70,True,767318.033959,77.782047,77.782047,1.0,B300,433291,vllm,fp4,mtp,64,single_turn,1024,1024,185,112,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-06,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28689732075/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|B300|long|70,MiniMax M3,minimaxm3,B300,long,70,True,1488755.976908,100.817637,100.817637,1.0,B300,438363,dynamo-vllm,fp4,mtp,512,single_turn,8192,1024,199,128,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30860526083/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|B300|agentic|70,MiniMax M3,minimaxm3,B300,agentic,70,True,205917.621053,78.232759,78.232759,1.0,B300,438644,vllm,fp4,mtp,50,agentic_traces,,,16,12,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-05,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30849838984/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
MiniMax M3|B300|short|100,MiniMax M3,minimaxm3,B300,short,100,True,549118.354624,144.410788,144.410788,1.0,B300,433304,vllm,fp4,mtp,32,single_turn,1024,1024,185,93,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-07-06,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28689732075/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|B300|long|100,MiniMax M3,minimaxm3,B300,long,100,True,1488755.976908,100.817637,100.817637,1.0,B300,438363,dynamo-vllm,fp4,mtp,512,single_turn,8192,1024,199,105,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-04,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30860526083/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|B300|agentic|100,MiniMax M3,minimaxm3,B300,agentic,100,True,194740.463158,119.506131,119.506131,1.0,B300,438638,vllm,fp4,mtp,40,agentic_traces,,,16,11,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-08-05,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/30849838984/attempts/2,Selected highest output TPS/MW measured row meeting median interactivity >= 100.
MiniMax M3|GB200|short|30,MiniMax M3,minimaxm3,GB200,short,30,True,1869224.53497,32.59477,32.59477,1.0,GB200,430298,dynamo-vllm,fp8,none,1024,single_turn,1024,1024,10,8,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-29,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28205303704/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|GB200|long|30,MiniMax M3,minimaxm3,GB200,long,30,True,1845708.355198,30.702438,30.702438,1.0,GB200,430301,dynamo-vllm,fp8,none,4096,single_turn,8192,1024,16,15,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-06-29,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/28205303704/attempts/3,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
MiniMax M3|GB200|agentic|30,MiniMax M3,minimaxm3,GB200,agentic,30,True,156877.705882,74.738416,74.738416,0.9144385,B200,439239,vllm,fp4,mtp,40,agentic_traces,,,11,11,InferenceX_scaled_exact_model_target_met,InferenceX_scaled_exact_model,2026-08-08,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/31210279071/attempts/2,"Measured B200 TPS/MW multiplied by the HBM-bandwidth/all-in-power ratio 0.9144x; source interactivity/concurrency/precision retained, then selected the highest source row meeting 30."
